  0%|                                                                                              | 0/120 [00:00<?, ?it/s]
4 14624 tensor(0.6126, device='cuda:0')
5 14624 tensor(0.5459, device='cuda:0')
6 14624 tensor(0.9252, device='cuda:0')
7 14624 tensor(0.6684, device='cuda:0')
8 14624 tensor(0.3773, device='cuda:0')
9 14624 tensor(0.3730, device='cuda:0')
10 14624 tensor(0.6366, device='cuda:0')
11 14624 tensor(1.2774, device='cuda:0')
12 14624 tensor(1.3152, device='cuda:0')
13 14624 tensor(0.7928, device='cuda:0')
14 14624 tensor(0.5726, device='cuda:0')
15 14624 tensor(0.8175, device='cuda:0')
16 14624 tensor(0.9503, device='cuda:0')
17 14624 tensor(1.1649, device='cuda:0')
18 14624 tensor(0.7608, device='cuda:0')
19 14624 tensor(0.6577, device='cuda:0')
20 14624 tensor(0.5530, device='cuda:0')
21 14624 tensor(0.4444, device='cuda:0')
22 14624 tensor(0.4280, device='cuda:0')
23 14624 tensor(0.4678, device='cuda:0')
24 14624 tensor(0.7996, device='cuda:0')
25 14624 tensor(0.7182, device='cuda:0')
26 14624 tensor(0.5065, device='cuda:0')
27 14624 tensor(0.6505, device='cuda:0')
28 14624 tensor(0.8339, device='cuda:0')
29 14624 tensor(0.6167, device='cuda:0')
30 14624 tensor(0.5520, device='cuda:0')
31 14624 tensor(0.4511, device='cuda:0')
32 14624 tensor(0.6482, device='cuda:0')
33 14624 tensor(0.4144, device='cuda:0')
34 14624 tensor(0.5249, device='cuda:0')
35 14624 tensor(0.3612, device='cuda:0')
36 14624 tensor(0.3035, device='cuda:0')
37 14624 tensor(0.3835, device='cuda:0')
38 14624 tensor(0.3504, device='cuda:0')
39 14624 tensor(0.4404, device='cuda:0')
40 14624 tensor(0.3918, device='cuda:0')
41 14624 tensor(0.2937, device='cuda:0')
42 14624 tensor(0.3041, device='cuda:0')
43 14624 tensor(0.4102, device='cuda:0')
44 14624 tensor(0.3993, device='cuda:0')
45 14624 tensor(0.4274, device='cuda:0')
46 14624 tensor(1.1768, device='cuda:0')
47 14624 tensor(0.8184, device='cuda:0')
48 14624 tensor(0.5354, device='cuda:0')
49 14624 tensor(0.3268, device='cuda:0')
50 14624 tensor(0.3151, device='cuda:0')
51 14624 tensor(0.4730, device='cuda:0')
52 14624 tensor(0.3667, device='cuda:0')
53 14624 tensor(0.2677, device='cuda:0')
54 14624 tensor(0.2365, device='cuda:0')
55 14624 tensor(0.5873, device='cuda:0')
56 14624 tensor(0.7809, device='cuda:0')
57 14624 tensor(0.8348, device='cuda:0')
58 14624 tensor(0.6401, device='cuda:0')
59 14624 tensor(0.4486, device='cuda:0')
60 14624 tensor(0.5649, device='cuda:0')
61 14624 tensor(0.5523, device='cuda:0')
62 14624 tensor(0.4952, device='cuda:0')
63 14624 tensor(0.6876, device='cuda:0')
64 14624 tensor(0.2567, device='cuda:0')
65 14624 tensor(0.3087, device='cuda:0')
66 14624 tensor(0.2565, device='cuda:0')
67 14624 tensor(0.7009, device='cuda:0')
68 14624 tensor(0.6324, device='cuda:0')
69 14624 tensor(0.6932, device='cuda:0')
70 14624 tensor(0.8054, device='cuda:0')
71 14624 tensor(0.6349, device='cuda:0')
72 14624 tensor(0.7022, device='cuda:0')
73 14624 tensor(0.6890, device='cuda:0')
74 14624 tensor(0.6863, device='cuda:0')
75 14624 tensor(0.5927, device='cuda:0')
76 14624 tensor(0.6604, device='cuda:0')
77 14624 tensor(0.6480, device='cuda:0')
78 14624 tensor(0.6271, device='cuda:0')
79 14624 tensor(0.6547, device='cuda:0')
80 14624 tensor(0.6019, device='cuda:0')
81 14624 tensor(0.6311, device='cuda:0')
82 14624 tensor(0.5619, device='cuda:0')
83 14624 tensor(0.4591, device='cuda:0')
84 14624 tensor(0.4197, device='cuda:0')
85 14624 tensor(0.6841, device='cuda:0')
86 14624 tensor(0.9563, device='cuda:0')
87 14624 tensor(0.2521, device='cuda:0')
88 14624 tensor(0.2771, device='cuda:0')
89 14624 tensor(0.6725, device='cuda:0')
90 14624 tensor(0.8954, device='cuda:0')
91 14624 tensor(0.2913, device='cuda:0')
92 14624 tensor(0.2658, device='cuda:0')
93 14624 tensor(0.1940, device='cuda:0')
94 14624 tensor(0.2399, device='cuda:0')
95 14624 tensor(0.5133, device='cuda:0')
96 14624 tensor(0.2516, device='cuda:0')
97 14624 tensor(0.2502, device='cuda:0')
98 14624 tensor(0.5568, device='cuda:0')
99 14624 tensor(0.5166, device='cuda:0')
100 14624 tensor(0.3561, device='cuda:0')
101 14624 tensor(0.4931, device='cuda:0')
102 14624 tensor(0.6288, device='cuda:0')
103 14624 tensor(0.3435, device='cuda:0')
104 14624 tensor(0.1826, device='cuda:0')
105 14624 tensor(0.2589, device='cuda:0')
106 14624 tensor(0.3066, device='cuda:0')
107 14624 tensor(0.2652, device='cuda:0')
108 14624 tensor(0.5694, device='cuda:0')
109 14624 tensor(0.2186, device='cuda:0')
110 14624 tensor(0.5926, device='cuda:0')
111 14624 tensor(0.6495, device='cuda:0')
112 14624 tensor(0.8240, device='cuda:0')
113 14624 tensor(0.3628, device='cuda:0')
114 14624 tensor(0.4641, device='cuda:0')
115 14624 tensor(0.4317, device='cuda:0')
116 14624 tensor(0.3812, device='cuda:0')
117 14624 tensor(0.3218, device='cuda:0')
118 14624 tensor(0.4239, device='cuda:0')
119 14624 tensor(0.7093, device='cuda:0')
120 14624 tensor(0.4629, device='cuda:0')
121 14624 tensor(0.4001, device='cuda:0')
122 14624 tensor(0.2724, device='cuda:0')
123 14624 tensor(0.5183, device='cuda:0')
124 14624 tensor(0.4325, device='cuda:0')
125 14624 tensor(0.2156, device='cuda:0')
126 14624 tensor(0.1983, device='cuda:0')
127 14624 tensor(0.1241, device='cuda:0')
128 14624 tensor(0.3355, device='cuda:0')
129 14624 tensor(0.1658, device='cuda:0')
130 14624 tensor(0.2169, device='cuda:0')
131 14624 tensor(0.3209, device='cuda:0')
132 14624 tensor(0.2524, device='cuda:0')
133 14624 tensor(0.2969, device='cuda:0')
134 14624 tensor(0.0704, device='cuda:0')
135 14624 tensor(0.1410, device='cuda:0')
136 14624 tensor(0.2062, device='cuda:0')
137 14624 tensor(0.5040, device='cuda:0')
138 14624 tensor(0.3353, device='cuda:0')
139 14624 tensor(0.3164, device='cuda:0')
140 14624 tensor(0.7316, device='cuda:0')
141 14624 tensor(0.6437, device='cuda:0')
142 14624 tensor(0.4006, device='cuda:0')
143 14624 tensor(0.2734, device='cuda:0')
144 14624 tensor(0.4396, device='cuda:0')
145 14624 tensor(0.5671, device='cuda:0')
146 14624 tensor(0.8162, device='cuda:0')
147 14624 tensor(0.6102, device='cuda:0')
148 14624 tensor(0.1557, device='cuda:0')
149 14624 tensor(0.2050, device='cuda:0')
150 14624 tensor(0.4613, device='cuda:0')
151 14624 tensor(0.3300, device='cuda:0')
152 14624 tensor(0.6134, device='cuda:0')
153 14624 tensor(0.4492, device='cuda:0')
154 14624 tensor(0.2509, device='cuda:0')
155 14624 tensor(0.5887, device='cuda:0')
156 14624 tensor(0.8476, device='cuda:0')
157 14624 tensor(0.3267, device='cuda:0')
158 14624 tensor(0.2835, device='cuda:0')
159 14624 tensor(0.1749, device='cuda:0')
160 14624 tensor(0.2714, device='cuda:0')
161 14624 tensor(0.4908, device='cuda:0')
162 14624 tensor(0.7053, device='cuda:0')
163 14624 tensor(0.8889, device='cuda:0')
164 14624 tensor(0.6420, device='cuda:0')
165 14624 tensor(0.5307, device='cuda:0')
166 14624 tensor(0.5513, device='cuda:0')
167 14624 tensor(0.7560, device='cuda:0')
168 14624 tensor(0.3435, device='cuda:0')
169 14624 tensor(0.2993, device='cuda:0')
170 14624 tensor(0.5455, device='cuda:0')
171 14624 tensor(0.5621, device='cuda:0')
172 14624 tensor(0.4176, device='cuda:0')
173 14624 tensor(0.6539, device='cuda:0')
174 14624 tensor(0.9354, device='cuda:0')
175 14624 tensor(0.8003, device='cuda:0')
176 14624 tensor(0.7118, device='cuda:0')
177 14624 tensor(1.3411, device='cuda:0')
178 14624 tensor(0.8205, device='cuda:0')
179 14624 tensor(0.5416, device='cuda:0')
180 14624 tensor(0.3534, device='cuda:0')
181 14624 tensor(0.5054, device='cuda:0')
182 14624 tensor(0.7596, device='cuda:0')
183 14624 tensor(0.7752, device='cuda:0')
184 14624 tensor(0.9114, device='cuda:0')
185 14624 tensor(0.8268, device='cuda:0')
186 14624 tensor(1.0410, device='cuda:0')
187 14624 tensor(1.3807, device='cuda:0')
188 14624 tensor(1.4580, device='cuda:0')
189 14624 tensor(1.5114, device='cuda:0')
190 14624 tensor(1.5440, device='cuda:0')
191 14624 tensor(1.4202, device='cuda:0')
192 14624 tensor(1.3171, device='cuda:0')
193 14624 tensor(1.5039, device='cuda:0')
194 14624 tensor(1.6053, device='cuda:0')
195 14624 tensor(1.5038, device='cuda:0')
196 14624 tensor(1.2502, device='cuda:0')
197 14624 tensor(1.4338, device='cuda:0')
198 14624 tensor(1.3444, device='cuda:0')
199 14624 tensor(1.2564, device='cuda:0')
200 14624 tensor(1.1035, device='cuda:0')
201 14624 tensor(1.1456, device='cuda:0')
202 14624 tensor(1.2867, device='cuda:0')
203 14624 tensor(1.0870, device='cuda:0')
204 14624 tensor(1.2172, device='cuda:0')
205 14624 tensor(1.4766, device='cuda:0')
206 14624 tensor(1.0587, device='cuda:0')
207 14624 tensor(1.2639, device='cuda:0')
208 14624 tensor(1.2916, device='cuda:0')
209 14624 tensor(1.2943, device='cuda:0')
210 14624 tensor(1.3604, device='cuda:0')
211 14624 tensor(1.1283, device='cuda:0')
212 14624 tensor(1.1506, device='cuda:0')
213 14624 tensor(1.5248, device='cuda:0')
214 14624 tensor(1.3739, device='cuda:0')
215 14624 tensor(1.2771, device='cuda:0')
216 14624 tensor(1.0641, device='cuda:0')
217 14624 tensor(1.2024, device='cuda:0')
218 14624 tensor(1.1873, device='cuda:0')
219 14624 tensor(0.8945, device='cuda:0')
220 14624 tensor(1.1535, device='cuda:0')
221 14624 tensor(1.2508, device='cuda:0')
222 14624 tensor(1.0742, device='cuda:0')
223 14624 tensor(1.0553, device='cuda:0')
224 14624 tensor(0.9578, device='cuda:0')
225 14624 tensor(1.0092, device='cuda:0')
226 14624 tensor(1.2054, device='cuda:0')
227 14624 tensor(1.0392, device='cuda:0')
228 14624 tensor(1.0858, device='cuda:0')
229 14624 tensor(0.8565, device='cuda:0')
230 14624 tensor(1.0061, device='cuda:0')
231 14624 tensor(1.0347, device='cuda:0')
232 14624 tensor(1.2046, device='cuda:0')
233 14624 tensor(1.0784, device='cuda:0')
234 14624 tensor(0.9596, device='cuda:0')
235 14624 tensor(1.0187, device='cuda:0')
236 14624 tensor(0.9963, device='cuda:0')
237 14624 tensor(1.1786, device='cuda:0')
238 14624 tensor(0.9777, device='cuda:0')
239 14624 tensor(0.8694, device='cuda:0')
240 14624 tensor(0.9171, device='cuda:0')
241 14624 tensor(0.9971, device='cuda:0')
242 14624 tensor(1.0235, device='cuda:0')
243 14624 tensor(1.1656, device='cuda:0')
244 14624 tensor(1.1479, device='cuda:0')
245 14624 tensor(0.9120, device='cuda:0')
246 14624 tensor(0.9589, device='cuda:0')
247 14624 tensor(0.9306, device='cuda:0')
248 14624 tensor(0.8865, device='cuda:0')
249 14624 tensor(0.8275, device='cuda:0')
250 14624 tensor(1.1018, device='cuda:0')
251 14624 tensor(0.9787, device='cuda:0')
252 14624 tensor(0.8547, device='cuda:0')
253 14624 tensor(0.9578, device='cuda:0')
254 14624 tensor(0.8833, device='cuda:0')
255 14624 tensor(1.0951, device='cuda:0')
256 14624 tensor(1.2822, device='cuda:0')
257 14624 tensor(1.0317, device='cuda:0')
258 14624 tensor(1.0218, device='cuda:0')
259 14624 tensor(0.0891, device='cuda:0')
260 14624 tensor(0., device='cuda:0')
261 14624 tensor(0.7079, device='cuda:0')
262 14624 tensor(0.2594, device='cuda:0')
263 14624 tensor(0.3109, device='cuda:0')
264 14624 tensor(0.5387, device='cuda:0')
265 14624 tensor(0.6257, device='cuda:0')
266 14624 tensor(0.4843, device='cuda:0')
267 14624 tensor(0.3403, device='cuda:0')
268 14624 tensor(0.3937, device='cuda:0')
269 14624 tensor(0.2150, device='cuda:0')
270 14624 tensor(0.4972, device='cuda:0')
271 14624 tensor(1.0150, device='cuda:0')
272 14624 tensor(0.2982, device='cuda:0')
273 14624 tensor(0.2714, device='cuda:0')
274 14624 tensor(0.2247, device='cuda:0')
275 14624 tensor(0.2383, device='cuda:0')
276 14624 tensor(0.3858, device='cuda:0')
277 14624 tensor(0.9184, device='cuda:0')
278 14624 tensor(1.1514, device='cuda:0')
279 14624 tensor(1.3582, device='cuda:0')
280 14624 tensor(0.5249, device='cuda:0')
281 14624 tensor(0.4321, device='cuda:0')
282 14624 tensor(0.7708, device='cuda:0')
283 14624 tensor(0.6470, device='cuda:0')
284 14624 tensor(1.2441, device='cuda:0')
285 14624 tensor(0.9626, device='cuda:0')
286 14624 tensor(1.0973, device='cuda:0')
287 14624 tensor(1.7333, device='cuda:0')
288 14624 tensor(1.3291, device='cuda:0')
289 14624 tensor(1.3259, device='cuda:0')
290 14624 tensor(1.0113, device='cuda:0')
291 14624 tensor(0.6588, device='cuda:0')
292 14624 tensor(0.7683, device='cuda:0')
293 14624 tensor(0.8415, device='cuda:0')
294 14624 tensor(0.8801, device='cuda:0')
295 14624 tensor(0.4827, device='cuda:0')
296 14624 tensor(0.5245, device='cuda:0')
297 14624 tensor(0.3871, device='cuda:0')
298 14624 tensor(0.4048, device='cuda:0')
299 14624 tensor(0.5302, device='cuda:0')
300 14624 tensor(0.4804, device='cuda:0')
301 14624 tensor(0.5934, device='cuda:0')
302 14624 tensor(0.8836, device='cuda:0')
303 14624 tensor(0.3908, device='cuda:0')
304 14624 tensor(0.8172, device='cuda:0')
305 14624 tensor(0.2827, device='cuda:0')
306 14624 tensor(0.1642, device='cuda:0')
307 14624 tensor(0.3580, device='cuda:0')
308 14624 tensor(0.4415, device='cuda:0')
309 14624 tensor(0.5978, device='cuda:0')
310 14624 tensor(0.6544, device='cuda:0')
311 14624 tensor(0.6162, device='cuda:0')
312 14624 tensor(0.8238, device='cuda:0')
313 14624 tensor(0.3527, device='cuda:0')
314 14624 tensor(1.1868, device='cuda:0')
315 14624 tensor(0.7781, device='cuda:0')
316 14624 tensor(0.4937, device='cuda:0')
317 14624 tensor(0.3989, device='cuda:0')
318 14624 tensor(0.5634, device='cuda:0')
319 14624 tensor(0.8364, device='cuda:0')
320 14624 tensor(1.3871, device='cuda:0')
321 14624 tensor(0.4533, device='cuda:0')
322 14624 tensor(0.5279, device='cuda:0')
323 14624 tensor(0.2339, device='cuda:0')
324 14624 tensor(0.8870, device='cuda:0')
325 14624 tensor(0.6072, device='cuda:0')
326 14624 tensor(0.6033, device='cuda:0')
327 14624 tensor(0.3182, device='cuda:0')
328 14624 tensor(0.3472, device='cuda:0')
329 14624 tensor(0.6212, device='cuda:0')
330 14624 tensor(0.5136, device='cuda:0')
331 14624 tensor(0.6876, device='cuda:0')
332 14624 tensor(0.3056, device='cuda:0')
333 14624 tensor(0.3668, device='cuda:0')
334 14624 tensor(0.4654, device='cuda:0')
335 14624 tensor(0.1686, device='cuda:0')
336 14624 tensor(0.3840, device='cuda:0')
337 14624 tensor(0.3713, device='cuda:0')
338 14624 tensor(0.4294, device='cuda:0')
339 14624 tensor(0.3318, device='cuda:0')
340 14624 tensor(0.4369, device='cuda:0')
341 14624 tensor(0.5854, device='cuda:0')
342 14624 tensor(0.5813, device='cuda:0')
343 14624 tensor(0.8984, device='cuda:0')
344 14624 tensor(0.6650, device='cuda:0')
345 14624 tensor(0.4477, device='cuda:0')
346 14624 tensor(0.3110, device='cuda:0')
347 14624 tensor(0.3154, device='cuda:0')
348 14624 tensor(0.4014, device='cuda:0')
349 14624 tensor(0.4273, device='cuda:0')
350 14624 tensor(0.5839, device='cuda:0')
351 14624 tensor(0.5772, device='cuda:0')
352 14624 tensor(0.4760, device='cuda:0')
353 14624 tensor(0.3112, device='cuda:0')
354 14624 tensor(0.6145, device='cuda:0')
355 14624 tensor(0.5596, device='cuda:0')
356 14624 tensor(1.1496, device='cuda:0')
357 14624 tensor(1.3231, device='cuda:0')
358 14624 tensor(0.9459, device='cuda:0')
359 14624 tensor(0.3741, device='cuda:0')
360 14624 tensor(0.8711, device='cuda:0')
361 14624 tensor(0.9343, device='cuda:0')
362 14624 tensor(0.7435, device='cuda:0')
363 14624 tensor(0.6147, device='cuda:0')
364 14624 tensor(0.9962, device='cuda:0')
365 14624 tensor(1.5807, device='cuda:0')
366 14624 tensor(1.5897, device='cuda:0')
367 14624 tensor(1.5547, device='cuda:0')
368 14624 tensor(1.5642, device='cuda:0')
369 14624 tensor(1.9281, device='cuda:0')
370 14624 tensor(2.1289, device='cuda:0')
371 14624 tensor(2.1724, device='cuda:0')
372 14624 tensor(2.0726, device='cuda:0')
373 14624 tensor(1.9847, device='cuda:0')
374 14624 tensor(2.0723, device='cuda:0')
375 14624 tensor(2.0086, device='cuda:0')
376 14624 tensor(2.0541, device='cuda:0')
377 14624 tensor(2.0520, device='cuda:0')
378 14624 tensor(1.8711, device='cuda:0')
379 14624 tensor(1.8681, device='cuda:0')
380 14624 tensor(1.9412, device='cuda:0')
381 14624 tensor(1.8651, device='cuda:0')
382 14624 tensor(1.7971, device='cuda:0')
383 14624 tensor(1.7936, device='cuda:0')
384 14624 tensor(1.8157, device='cuda:0')
385 14624 tensor(1.8210, device='cuda:0')
386 14624 tensor(1.8374, device='cuda:0')
387 14624 tensor(1.8571, device='cuda:0')
388 14624 tensor(1.8261, device='cuda:0')
389 14624 tensor(1.8308, device='cuda:0')
390 14624 tensor(1.8084, device='cuda:0')
391 14624 tensor(1.7598, device='cuda:0')
392 14624 tensor(1.7952, device='cuda:0')
393 14624 tensor(1.8003, device='cuda:0')
394 14624 tensor(1.7570, device='cuda:0')
395 14624 tensor(1.7830, device='cuda:0')
396 14624 tensor(1.8985, device='cuda:0')
397 14624 tensor(1.8562, device='cuda:0')
398 14624 tensor(1.9628, device='cuda:0')
399 14624 tensor(1.8709, device='cuda:0')
400 14624 tensor(1.7920, device='cuda:0')
401 14624 tensor(1.8642, device='cuda:0')
402 14624 tensor(1.6638, device='cuda:0')
403 14624 tensor(1.6035, device='cuda:0')
404 14624 tensor(1.6335, device='cuda:0')
405 14624 tensor(1.9047, device='cuda:0')
406 14624 tensor(1.8007, device='cuda:0')
407 14624 tensor(2.0087, device='cuda:0')
408 14624 tensor(1.9028, device='cuda:0')
409 14624 tensor(1.6466, device='cuda:0')
410 14624 tensor(1.8868, device='cuda:0')
411 14624 tensor(1.6827, device='cuda:0')
412 14624 tensor(1.3089, device='cuda:0')
413 14624 tensor(1.1431, device='cuda:0')
414 14624 tensor(0.8274, device='cuda:0')
415 14624 tensor(1.0384, device='cuda:0')
416 14624 tensor(1.1911, device='cuda:0')
417 14624 tensor(1.1076, device='cuda:0')
418 14624 tensor(1.0219, device='cuda:0')
419 14624 tensor(0.6034, device='cuda:0')
420 14624 tensor(0.6431, device='cuda:0')
421 14624 tensor(0.8308, device='cuda:0')
422 14624 tensor(0.8984, device='cuda:0')
423 14624 tensor(0.9252, device='cuda:0')
424 14624 tensor(1.1819, device='cuda:0')
425 14624 tensor(1.3354, device='cuda:0')
426 14624 tensor(1.2235, device='cuda:0')
427 14624 tensor(1.4178, device='cuda:0')
428 14624 tensor(1.6596, device='cuda:0')
429 14624 tensor(1.6825, device='cuda:0')
430 14624 tensor(1.1546, device='cuda:0')
431 14624 tensor(1.5613, device='cuda:0')
432 14624 tensor(1.4418, device='cuda:0')
433 14624 tensor(1.6042, device='cuda:0')
434 14624 tensor(1.7514, device='cuda:0')
435 14624 tensor(1.5253, device='cuda:0')
436 14624 tensor(1.7382, device='cuda:0')
437 14624 tensor(1.5423, device='cuda:0')
438 14624 tensor(1.3029, device='cuda:0')
439 14624 tensor(0.8531, device='cuda:0')
440 14624 tensor(0.6851, device='cuda:0')
441 14624 tensor(0.4662, device='cuda:0')
442 14624 tensor(0.6359, device='cuda:0')
443 14624 tensor(0.9632, device='cuda:0')
444 14624 tensor(1.2257, device='cuda:0')
445 14624 tensor(1.7227, device='cuda:0')
446 14624 tensor(1.5373, device='cuda:0')
447 14624 tensor(1.3427, device='cuda:0')
448 14624 tensor(0.9745, device='cuda:0')
449 14624 tensor(0.6700, device='cuda:0')
450 14624 tensor(0.4763, device='cuda:0')
451 14624 tensor(0.6922, device='cuda:0')
452 14624 tensor(0.6726, device='cuda:0')
453 14624 tensor(0.2901, device='cuda:0')
454 14624 tensor(0.4797, device='cuda:0')
455 14624 tensor(0.4957, device='cuda:0')
456 14624 tensor(1.3423, device='cuda:0')
val - Global loss: 0.840471    Embedding norm: 16.5128   Triplets (all/active): 32.0/26.7
Pos dist (min/mean/max): 3.5427/4.4670/5.5604   Neg dist (min/mean/max): 3.3883/5.3512/3.3883
0 11260 tensor(0.2882, device='cuda:0', grad_fn=<MeanBackward0>)
1 11260 tensor(0.4402, device='cuda:0', grad_fn=<MeanBackward0>)
2 11260 tensor(0.2010, device='cuda:0', grad_fn=<MeanBackward0>)
3 11260 tensor(0.0249, device='cuda:0', grad_fn=<MeanBackward0>)
4 11260 tensor(0.3598, device='cuda:0', grad_fn=<MeanBackward0>)
5 11260 tensor(0.2928, device='cuda:0', grad_fn=<MeanBackward0>)
6 11260 tensor(0.5717, device='cuda:0', grad_fn=<MeanBackward0>)
7 11260 tensor(0.1053, device='cuda:0', grad_fn=<MeanBackward0>)
8 11260 tensor(0.1714, device='cuda:0', grad_fn=<MeanBackward0>)
9 11260 tensor(0.0819, device='cuda:0', grad_fn=<MeanBackward0>)
10 11260 tensor(0.6282, device='cuda:0', grad_fn=<MeanBackward0>)
11 11260 tensor(0.1184, device='cuda:0', grad_fn=<MeanBackward0>)
12 11260 tensor(1.5577, device='cuda:0', grad_fn=<MeanBackward0>)
13 11260 tensor(0.4079, device='cuda:0', grad_fn=<MeanBackward0>)
14 11260 tensor(0.2530, device='cuda:0', grad_fn=<MeanBackward0>)
15 11260 tensor(0.2178, device='cuda:0', grad_fn=<MeanBackward0>)
16 11260 tensor(0.2814, device='cuda:0', grad_fn=<MeanBackward0>)
17 11260 tensor(0.3261, device='cuda:0', grad_fn=<MeanBackward0>)
18 11260 tensor(0.3734, device='cuda:0', grad_fn=<MeanBackward0>)
19 11260 tensor(0.1246, device='cuda:0', grad_fn=<MeanBackward0>)
20 11260 tensor(0.3343, device='cuda:0', grad_fn=<MeanBackward0>)
21 11260 tensor(0.5560, device='cuda:0', grad_fn=<MeanBackward0>)
22 11260 tensor(0.3026, device='cuda:0', grad_fn=<MeanBackward0>)
23 11260 tensor(0.1945, device='cuda:0', grad_fn=<MeanBackward0>)
24 11260 tensor(0.3750, device='cuda:0', grad_fn=<MeanBackward0>)
25 11260 tensor(0.5505, device='cuda:0', grad_fn=<MeanBackward0>)
26 11260 tensor(0.6501, device='cuda:0', grad_fn=<MeanBackward0>)
27 11260 tensor(0.1603, device='cuda:0', grad_fn=<MeanBackward0>)
28 11260 tensor(0.3749, device='cuda:0', grad_fn=<MeanBackward0>)
29 11260 tensor(0.3712, device='cuda:0', grad_fn=<MeanBackward0>)
30 11260 tensor(0.6845, device='cuda:0', grad_fn=<MeanBackward0>)
31 11260 tensor(0.1656, device='cuda:0', grad_fn=<MeanBackward0>)
32 11260 tensor(0.4853, device='cuda:0', grad_fn=<MeanBackward0>)
33 11260 tensor(0.2113, device='cuda:0', grad_fn=<MeanBackward0>)
34 11260 tensor(0.3308, device='cuda:0', grad_fn=<MeanBackward0>)
35 11260 tensor(0.2085, device='cuda:0', grad_fn=<MeanBackward0>)
36 11260 tensor(0.2525, device='cuda:0', grad_fn=<MeanBackward0>)
37 11260 tensor(0.3157, device='cuda:0', grad_fn=<MeanBackward0>)
38 11260 tensor(0.1963, device='cuda:0', grad_fn=<MeanBackward0>)
39 11260 tensor(0.7110, device='cuda:0', grad_fn=<MeanBackward0>)
40 11260 tensor(1.2238, device='cuda:0', grad_fn=<MeanBackward0>)
41 11260 tensor(0.1420, device='cuda:0', grad_fn=<MeanBackward0>)
42 11260 tensor(0.6633, device='cuda:0', grad_fn=<MeanBackward0>)
43 11260 tensor(0.3098, device='cuda:0', grad_fn=<MeanBackward0>)
44 11260 tensor(0.1434, device='cuda:0', grad_fn=<MeanBackward0>)
45 11260 tensor(0.2433, device='cuda:0', grad_fn=<MeanBackward0>)
46 11260 tensor(0.1256, device='cuda:0', grad_fn=<MeanBackward0>)
47 11260 tensor(0.6292, device='cuda:0', grad_fn=<MeanBackward0>)
48 11260 tensor(0.4019, device='cuda:0', grad_fn=<MeanBackward0>)
49 11260 tensor(0.3083, device='cuda:0', grad_fn=<MeanBackward0>)
50 11260 tensor(0.9328, device='cuda:0', grad_fn=<MeanBackward0>)
51 11260 tensor(0.2345, device='cuda:0', grad_fn=<MeanBackward0>)
52 11260 tensor(0.5058, device='cuda:0', grad_fn=<MeanBackward0>)
53 11260 tensor(0.6844, device='cuda:0', grad_fn=<MeanBackward0>)
54 11260 tensor(0., device='cuda:0')
Traceback (most recent call last):
  File "/code/RLoc/training/train.py", line 31, in <module>
    do_train(params, debug=args.debug, device=device)
  File "/code/RLoc/training/trainer.py", line 378, in do_train
    loss.backward()
  File "/usr/local/lib/python3.9/site-packages/torch/_tensor.py", line 396, in backward
    torch.autograd.backward(self, gradient, retain_graph, create_graph, inputs=inputs)
  File "/usr/local/lib/python3.9/site-packages/torch/autograd/__init__.py", line 173, in backward
    Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
RuntimeError: element 0 of tensors does not require grad and does not have a grad_fn
